Z T N2 S-CH2 T-CH2 O H2 H OH H2O O2 HO2 CH CO HCO CH2O CH3 CO2 CH4 C2H3 C2H4 C2H5 C2H HCCO C2H2 C3H3 A-C3H5 N-C3H7 C2H6 P-C3H4 A-C3H4 A1 A1- C5H5 C3H6 C4H8 C5H6 A2 C5H10 C5H11 A1C2H2 A1CH2 A1CHO A1CH3 C7H15 N-C7H16 A1C2H* A2- A1C2H
0.2 1507.8165875059597 0.6136002278879644 1.6332147190830314e-11 1.4379353647558182e-09 9.072027036224425e-10 0.018093459278083313 3.362396794792207e-07 4.203984187632977e-08 0.03510566099970046 0.00011736271157142676 1.5361207370735664e-08 2.0115032773659765e-13 0.23431281096790302 3.6677184817833345e-09 1.6222244356069236e-06 7.843102575195717e-06 0.02925054496990116 0.010987834614559659 2.5463175158557262e-06 7.913936943785657e-07 4.3917709508366146e-08 1.3537553042426723e-09 1.9276119757231432e-07 0.019080310284891114 2.3840638453123542e-05 7.310867748400889e-07 3.671302118187184e-19 1.9969844980385445e-10 0.00015234328359677629 5.671605230173045e-05 0.0005034635413142469 3.8120716442965652e-06 1.2370667511508182e-06 9.724063023533258e-06 -1.3762529762940663e-56 3.518187947383356e-06 0.033945062134831866 2.484852332320895e-57 -1.4669852607544172e-61 5.441515396311988e-09 4.552047376295083e-06 1.2236819570142185e-09 3.5513366668881595e-05 5.3666975549868875e-61 6.732262035295946e-56 9.718169160007745e-08 5.501810398255707e-07 0.004697179764983496
0.21 1492.2797605399535 0.6059302250393657 1.4228902137992e-11 1.3574237325551174e-09 8.891270396028562e-10 0.018472304512750386 2.919221495773781e-07 3.445204514959737e-08 0.03550403624428935 0.00011919916774873448 1.825394820721691e-08 1.6136441711108443e-13 0.23002809431865312 3.507187404938371e-09 2.0938819592567686e-06 7.601326962580143e-06 0.028922528627773676 0.01253380734349849 2.741620731127744e-06 1.0590742261714834e-06 4.5457234562933984e-08 1.0403635361913798e-09 1.9562771224551303e-07 0.018984023508009863 2.218672886276049e-05 8.819607492761145e-07 -1.694993491467061e-19 2.379287856019732e-10 0.0001647713499720809 6.136931812654347e-05 0.0005542884840614258 3.5607685472724242e-06 1.454837885952096e-06 1.30342718009684e-05 -1.2537557140862325e-56 4.566382294553438e-06 0.043473415236785766 8.155824033342962e-61 3.249996145147531e-67 5.819252044021946e-09 5.262210731928583e-06 1.8949805458164205e-09 4.317724664832624e-05 -7.285525028159743e-69 -4.108797451821288e-63 8.641919450971979e-08 5.710102488515513e-07 0.005143058634373367
0.22 1476.894427996619 0.5982602221907654 1.2456435862514238e-11 1.2861003273177465e-09 8.725772724838069e-10 0.018848620352720058 2.5292921414206986e-07 2.7961667881098504e-08 0.03561451972679053 0.00011952787877703828 2.138218553015917e-08 1.295241710989439e-13 0.2264258129676811 3.3811696087038393e-09 2.6809310150617885e-06 7.375588227882796e-06 0.028412029212794017 0.014337247298499877 2.951491215535132e-06 1.4217064994594746e-06 4.724073637459319e-08 7.949925878024927e-10 1.978227984177557e-07 0.01883098104302913 2.065472731121107e-05 1.0662616691932515e-06 -3.442467178927017e-21 2.8747964404553753e-10 0.00017838657718476515 6.65046681338746e-05 0.0006156187099653197 3.3409314815014255e-06 1.7040552255614963e-06 1.7474301836594268e-05 -3.06431334969231e-53 5.8882027528211904e-06 0.052513319380233923 -8.020367220584251e-51 -5.694104173901923e-57 6.239966855567879e-09 6.124495617761126e-06 2.9707355803095337e-09 5.272632527844355e-05 3.3449056043059683e-56 -1.079157128936543e-50 7.691978565402224e-08 5.579628597798076e-07 0.005652602914895582
0.23 1461.15024333295 0.5905902193421658 1.0919943055497403e-11 1.2233230125815199e-09 8.564308320034065e-10 0.01922018657626002 2.1718654604333425e-07 2.224837327791995e-08 0.03536866047489521 0.00011798278393400137 2.4796941565161788e-08 1.0334485150335658e-13 0.22364289142785443 3.2811953730840052e-09 3.4378943402172016e-06 7.121979300326986e-06 0.027695552646010632 0.016460501140062048 3.194564958496525e-06 1.931358445630182e-06 4.897623826038182e-08 6.00101949293658e-10 2.0021978864155956e-07 0.018690197019279663 1.9198789433051655e-05 1.298592120002974e-06 -1.0861100378444961e-18 3.5242892192023573e-10 0.00019404612175763936 7.24581862308152e-05 0.0006965556301641883 3.1697802342032144e-06 2.0056563489974204e-06 2.3637838469616082e-05 1.769318219189791e-58 7.625021426828235e-06 0.06075386768206706 7.1333644845561465e-59 6.216657918348529e-66 6.810886711284834e-09 7.254374514385901e-06 4.809143613430222e-09 6.545203704686701e-05 4.349934198182919e-65 4.543484696167581e-59 6.925870557043485e-08 5.168495328657624e-07 0.006350435601412368
0.24 1444.9208505748165 0.5829202164935662 9.590077403729136e-12 1.1698053934245526e-09 8.404191716121627e-10 0.01957743691355315 1.8415630597824756e-07 1.7296199416406792e-08 0.034772443310681654 0.00011413162224320674 2.849145966922811e-08 8.179792978241922e-14 0.22166722480672502 3.2024983883142085e-09 4.431687989724184e-06 6.813617132416884e-06 0.026775843333543246 0.018944629015847616 3.492305338801579e-06 2.6634580798013123e-06 5.0378260294499366e-08 4.465106724927885e-10 2.034059663132546e-07 0.018600131315072158 1.779900471747955e-05 1.5959433539570239e-06 -2.0547598498416296e-20 4.374122101475615e-10 0.0002124028405386408 7.950475095873919e-05 0.0008074835917959599 3.0605333244267123e-06 2.3775074732572884e-06 3.237105398906045e-05 7.118637080673185e-57 9.935579735324332e-06 0.06796662919661307 -9.814387118702884e-57 -1.8052358428409414e-63 7.643793666126735e-09 8.797593570718694e-06 8.110195158557152e-09 8.31085644097158e-05 -5.741339791991205e-65 -1.1356860474486884e-58 6.371345272292198e-08 4.5653994335278974e-07 0.007384450117847812
0.25 1428.4710038375183 0.5752502136449666 8.467258089310442e-12 1.1263766160762568e-09 8.24944652625715e-10 0.019906467976031 1.544290007157987e-07 1.321957024138609e-08 0.03393915483378218 0.00010786937835925644 3.2385378551717686e-08 6.44615094464482e-14 0.22026515407818645 3.143327057770223e-09 5.7249775251498595e-06 6.4459371605396435e-06 0.02569818620824545 0.02176707138138994 3.864932627010719e-06 3.7155485972484553e-06 5.1191557110988865e-08 3.288531637508502e-10 2.075620793249161e-07 0.018568792732563864 1.6451608881103582e-05 1.974324896739798e-06 -1.993634449326592e-20 5.459727971432329e-10 0.00023353255757053214 8.772372997792599e-05 0.0009568642103348789 3.0137212847180224e-06 2.8232930611414023e-06 4.4726366345736006e-05 1.077397430076412e-61 1.2932789642561783e-05 0.07410312072136481 3.8427693036580885e-61 6.066810411169271e-68 8.826285697920148e-09 1.0884249188844187e-05 1.4131001249826097e-08 0.00010750915551244609 8.340810832713241e-69 1.8707992433150096e-62 6.01562113703379e-08 3.887126875911505e-07 0.008894845051944001
0.26 1412.1919231607774 0.5675802107963671 7.546581922068093e-12 1.0929685491441811e-09 8.105820857275154e-10 0.02019839304051085 1.2882274552111388e-07 1.0058090499238945e-08 0.03303820414751813 9.968939485577788e-05 3.637466666642629e-08 5.094930205676907e-14 0.2190831000465377 3.1047941983469814e-09 7.361566252042448e-06 6.035522665695396e-06 0.024532714780303843 0.02483520555764229 4.326798481842433e-06 5.210282318241576e-06 5.126540520605993e-08 2.4169978854815177e-10 2.1246248915349975e-07 0.018584510534363045 1.5155624933733778e-05 2.4481021510446795e-06 -1.875409755313618e-24 6.795772182770415e-10 0.0002568726362265374 9.697507073325e-05 0.0011479333789997778 3.012151032189662e-06 3.3272063833697545e-06 6.191515204095218e-05 -3.836105560648065e-42 1.6636363383856007e-05 0.07929879281498586 4.612750051257016e-59 4.856007214253889e-66 1.0393739359187911e-08 1.3568890031516269e-05 2.493343593642531e-08 0.00013989976166157273 7.792904275293505e-66 1.852168214471675e-59 5.8038305802600995e-08 3.236737820511188e-07 0.010967638419743174
0.27 1396.2385990578698 0.5599102079477675 6.802226823099358e-12 1.068699236349253e-09 7.975749978487203e-10 0.020455669331787437 1.0753225015825947e-07 7.695938346868738e-09 0.03219132581057528 9.043078766867247e-05 4.0412531833275477e-08 4.064413238924731e-14 0.21786556301996093 3.0898764788193975e-09 9.377518786496653e-06 5.6053275531103005e-06 0.02333027418304167 0.028037707810190295 4.8886257444246975e-06 7.326302757825842e-06 5.058080098118372e-08 1.7839479453788317e-10 2.1773893437098967e-07 0.01863756203763954 1.3903384776906249e-05 3.036596827050798e-06 1.1120351781916525e-21 8.391838146143329e-10 0.0002817117283346016 0.00010708006387326735 0.0013797216618891895 3.0280375767930193e-06 3.863034400693614e-06 8.548829557504991e-05 1.439291429576755e-63 2.1010548604970903e-05 0.08373182851426055 -7.94278502978013e-63 8.577965009181434e-68 1.2343856705049928e-08 1.6821618606516835e-05 4.381142927040783e-08 0.00018079273601012214 -2.7155255820126016e-67 -3.3121446269988275e-61 5.663849283698635e-08 2.66628732440923e-07 0.013624965712274045
0.28 1380.4435075130104 0.552240205099168 6.198152791268968e-12 1.0528017011806176e-09 7.857660292796429e-10 0.020689457830903563 9.010898458035513e-08 5.943289918711485e-09 0.03143228873712356 8.083239735745993e-05 4.453546775704748e-08 3.2832150038097326e-14 0.2165430796562898 3.1025131726053056e-09 1.1826586871651939e-05 5.171930205673797e-06 0.022103130881021168 0.031289625544544 5.56495243949926e-06 1.0367909650325592e-05 4.9207552975044874e-08 1.324617637573779e-10 2.2312252152613734e-07 0.018734197291925814 1.2682613385512514e-05 3.7738481038261547e-06 8.251981246810448e-20 1.0279495939217096e-09 0.0003076530463594031 0.0001180015435285331 0.0016504691707037078 3.0327306423214073e-06 4.404563984935222e-06 0.00011777599835186131 -3.7438217889266205e-65 2.602931223180437e-05 0.08751260033727207 1.0431813376908346e-65 -1.0172087219565909e-70 1.4673471924379304e-08 2.055710417409667e-05 7.62249513868038e-08 0.00023021820880262737 2.36084171769453e-70 3.3019892066808164e-64 5.531493414341135e-08 2.1840383635935403e-07 0.016846269062471737
0.29 1364.4273938368897 0.5445702022505684 5.701967204071573e-12 1.045411617722136e-09 7.747319537641917e-10 0.020914753690285184 7.585492631669601e-08 4.624837902398397e-09 0.030730910742458612 7.13438825086683e-05 4.8847232877512245e-08 2.6889966254967335e-14 0.21518146485416248 3.147764994576046e-09 1.4800874699498454e-05 4.743003016276407e-06 0.02083575944217212 0.034536168248708934 6.381760412992334e-06 1.489345566189078e-05 4.7259292706181606e-08 9.879477530703831e-11 2.2849860485325076e-07 0.018901463810433332 1.1482844186498198e-05 4.718960700535178e-06 2.4428421689244232e-21 1.2536703830979325e-09 0.0003347332472143959 0.00012990672846329408 0.001959327887220951 2.9993345271707197e-06 4.9268476081367025e-06 0.00016255527657730616 -3.958008118162502e-62 3.169296555691673e-05 0.09068684793599853 -6.985072437838516e-62 -2.760095805301124e-69 1.739749977064972e-08 2.464502986579973e-05 1.3171009348028094e-07 0.000287794731940274 -1.914519364505402e-69 -4.284983187587153e-62 5.356338325319593e-08 1.7793234601428422e-07 0.020574690180945467
0.3 1347.6865395161344 0.536900199401969 5.2901690783090336e-12 1.0480522932540063e-09 7.638112032007995e-10 0.021148046045963518 6.407574795248678e-08 3.608456039979808e-09 0.030020942360320907 6.21481959375765e-05 5.3512495873511454e-08 2.2341650798622436e-14 0.21392033920906375 3.2326540277176076e-09 1.8455566488794647e-05 4.318769342439307e-06 0.01949902634304439 0.03773982739966954 7.3864791277931215e-06 2.198770998614274e-05 4.4887240654363075e-08 7.376759214388685e-11 2.3387845290014562e-07 0.01919324480745069 1.0299626612503332e-05 5.9723377956694825e-06 -2.4289470227814973e-21 1.5327650989041594e-09 0.0003634498760375891 0.0001432069101294478 0.002306399239456332 2.9003174248095802e-06 5.402375570396379e-06 0.0002262255853340797 -5.328845248058818e-64 3.799873866059982e-05 0.09328377228931059 -4.336732072634363e-65 7.01621765435276e-70 2.0544011134939517e-08 2.8898796118026283e-05 2.2785165768625727e-07 0.00035248737608301083 -2.411220813916597e-69 -2.5846273449721256e-63 5.0962042172487596e-08 1.4376774016797556e-07 0.024696214498128522
0.31 1329.603635639765 0.5292301965533692 4.947847679997594e-12 1.0641470291598177e-09 7.519623644932507e-10 0.021406148443471777 5.4123665397719765e-08 2.8003123564608105e-09 0.02921057307656862 5.321966404315306e-05 5.877805778861446e-08 1.8827541563782444e-14 0.21294970133981175 3.36705833039144e-09 2.3071741122971478e-05 3.891626266688935e-06 0.01805563388561987 0.04087416517189607 8.670016762124087e-06 3.392227564871528e-05 4.232273746429338e-08 5.485757559454218e-11 2.3938763475811807e-07 0.019704196948767416 9.136029930800323e-06 7.708496194192022e-06 2.1658396333722644e-21 1.901465916986402e-09 0.0003950118057851666 0.00015870132816393754 0.0026939141867257494 2.7046741065921933e-06 5.798535563580056e-06 0.0003203382177075856 -1.7024379942249893e-38 4.4888792289200997e-05 0.09534799190081994 -1.6273205618744796e-38 -3.569052884346141e-45 2.4121211371289493e-08 3.308930396884252e-05 3.995453292409245e-07 0.00042249623785434236 -9.168204644587046e-66 -6.775443603667839e-60 4.7101888770472496e-08 1.1452961696430936e-07 0.02900383989262441
0.32 1309.3960910729436 0.5215601937047697 4.666441381614964e-12 1.0998417486544401e-09 7.374620803933276e-10 0.02170252535112652 4.530444463434532e-08 2.1326632073748257e-09 0.02818038677059642 4.434406982303738e-05 6.502066608992837e-08 1.603294007145934e-14 0.212518790514584 3.5640808495926096e-09 2.9252862202866707e-05 3.4411048910743805e-06 0.016455477941168844 0.043936715453702896 1.0426012848981907e-05 5.5952699203615114e-05 4.0029353064734246e-08 4.022607273850622e-11 2.453008344944185e-07 0.02059663347641158 8.000363959961402e-06 1.0249896508128349e-05 5.355109015075845e-24 2.4543634570646142e-09 0.00043227991006252007 0.00017804760011189274 0.003136467292136965 2.3785401571195117e-06 6.082749570208848e-06 0.00046797766892408285 -1.1755192098387496e-54 5.221511151596082e-05 0.0969003518531081 -6.68517425342529e-60 1.0050961937110585e-65 2.80197384196968e-08 3.710364634245453e-05 7.253840382665367e-07 0.0004968650443537778 -3.642301439089713e-65 -7.189443240748765e-59 4.1544659883830414e-08 8.882331675184781e-08 0.033176550901606504
0.33 1285.9372118774347 0.5138901908561702 4.440398030219626e-12 1.1656287670394982e-09 7.173649325676212e-10 0.022036510416855323 3.6707301988753635e-08 1.5548827038090492e-09 0.026770167948018928 3.5115868666941775e-05 7.281321045245913e-08 1.3583751650161576e-14 0.21297768622064087 3.840626333099879e-09 3.8596832400476985e-05 2.92318265289892e-06 0.01461857336609727 0.046994135289311824 1.3130730947461026e-05 0.00010208170741012444 3.932350408627438e-08 2.8392373290510072e-11 2.52018772020839e-07 0.022156065629324075 6.894320539226037e-06 1.4270138757410371e-05 -2.142355610260254e-21 3.5181340124022864e-09 0.0004828093204830287 0.0002053288672696316 0.0037095216351043024 1.8949827744883556e-06 6.242601033111593e-06 0.0007234124791067536 -1.576246464030308e-41 5.984904650460733e-05 0.09769451376319216 -2.4309753984409197e-48 -4.850810364360076e-55 3.1764915246143516e-08 4.155409530127425e-05 1.429101200878142e-06 0.0005840666454936289 1.588411223192099e-59 2.7666623216821563e-53 3.3850668334709685e-08 6.501166349759454e-08 0.03683249263525055
0.34 1256.9374216054298 0.5062201880075706 4.261766360647387e-12 1.2817835503111862e-09 6.859058602107965e-10 0.022374502937348748 2.7111489017742532e-08 1.0328321213152686e-09 0.024701757923290258 2.499979027841852e-05 8.29860030625021e-08 1.0928323111115739e-14 0.21494610719420174 4.233406351975944e-09 5.6456025274392886e-05 2.2596206812578257e-06 0.012394446191935471 0.05025567244693889 1.8230417741787024e-05 0.00022044966800478409 4.575866460633854e-08 1.809064750878359e-11 2.5914198661054705e-07 0.024970913218075586 5.780869640294691e-06 2.1599070919132655e-05 -2.8697946260248097e-22 6.8815939358668545e-09 0.0005695824238484212 0.00025313615314373163 0.004759864054972147 1.2574160114136155e-06 6.309192311380786e-06 0.0012544389576397213 3.625243843474482e-40 6.813315327871964e-05 0.09646241812734566 -4.754069543646166e-48 -9.006394716174803e-55 3.398519128793786e-08 4.971067085356963e-05 3.4625456577288115e-06 0.0007360783601330957 2.8937755798080566e-57 6.186940030062595e-51 2.372115704967541e-08 4.136368409022261e-08 0.03962171735683589
0.35000000000000003 1213.1372862676774 0.49855018515897104 4.091398547112666e-12 1.5135813190970223e-09 6.226500186830151e-10 0.02261456265686575 1.50064163470175e-08 5.4900971470586e-10 0.020954264322104003 1.3270498482940889e-05 9.624894655650207e-08 7.163030871896363e-15 0.22057212811854782 4.9788306603303394e-09 0.00011365966579761796 1.3181636090638285e-06 0.009319085761596612 0.05407184744363042 3.326192338970384e-05 0.0007411455896260311 1.061427341220452e-07 8.25836763876954e-12 2.5785497565186744e-07 0.031155015479120238 4.469670219626391e-06 4.149291034426349e-05 -1.1680007326073476e-23 4.076320084162604e-08 0.000798920301622539 0.0003841484498049938 0.0083177939537273 5.174808201097675e-07 6.283370782044947e-06 0.0030276405221932277 -4.1041639906962275e-39 7.869957313307666e-05 0.08773023361002986 8.532477698000513e-38 6.454466916708366e-45 3.072193529885862e-08 7.772623513148868e-05 1.5876670529354936e-05 0.001260319361351244 -5.15504713177736e-44 -1.486746052782516e-37 1.0972390278830494e-08 1.701266387990989e-08 0.04011555070887795
0.36 1103.3911297097168 0.4908801823103716 3.246360834412451e-12 1.9309826521648647e-09 3.8341231393633336e-10 0.020938545625490367 2.586441564004472e-09 1.7487837524845532e-10 0.010869240510331125 2.365121328736927e-06 8.500861740751383e-08 1.8447205166270753e-15 0.23848683028214876 8.793910698818388e-09 0.0008868912209103923 2.3048313682308468e-07 0.0037088890715641244 0.05190248308790348 0.00016674823604969087 0.02082833643263327 2.2662133486161688e-06 7.901295405078761e-13 1.5850844327378852e-07 0.05021427820578892 2.247049539779961e-06 0.00020308822502435763 7.182960197208443e-27 1.379953256835759e-05 0.0019165521639671042 0.0011454950825862094 0.023943848016931175 2.1565383955518596e-08 4.920606236523616e-06 0.025407951165026987 5.453493559381933e-48 8.031246577352752e-05 0.03650521332043352 3.6212330552707367e-48 2.7572858996473426e-55 9.039964913877727e-09 0.00022087026445748883 0.0004919125257856867 0.004799676761946875 1.1437492368215795e-54 8.287977302280608e-48 4.98391231738404e-10 7.639018159522662e-10 0.01637653676035
0.37 1079.1282001762497 0.483210179461772 2.9423696921388934e-12 1.884416609763674e-09 3.1910347123883874e-10 0.019584095546031785 1.8316466198723102e-09 1.3937261836216067e-10 0.008894099046856344 1.8740445663974383e-06 8.167857233196735e-08 1.382334178638797e-15 0.2379967320924652 1.020298109563061e-08 0.001333690692891816 1.681408209873475e-07 0.002926996035047147 0.049454196117945944 0.00020034031867144876 0.044743701707052795 3.404197306197845e-06 4.4931684411069426e-13 1.2829812908442893e-07 0.05005947399884928 1.8543338065280844e-06 0.0002534286540187942 -1.9444916154264893e-25 3.685101427940133e-05 0.0019025293194344553 0.0011817619316241363 0.021489594905846024 1.071664825996012e-08 4.319341319619705e-06 0.034976711141670364 8.232272914357839e-50 7.26825829604035e-05 0.025000217994293607 2.2067457520566854e-48 1.0646927942364303e-55 6.189201103518321e-09 0.00021639944140787836 0.0007239573492118484 0.004969485777068052 6.90252474765973e-57 4.257031711986961e-49 2.173542816335778e-10 3.4407826263221575e-10 0.010761012987884597
0.38 1065.9709488501196 0.4755401766131725 2.794354589980542e-12 1.8376153812585514e-09 2.8324456222304013e-10 0.018519762995134737 1.5468226955812337e-09 1.2069211923686362e-10 0.007799412233825679 1.789915737968923e-06 8.25251056761977e-08 1.2019606333785664e-15 0.2357771073779014 1.1175142474180535e-08 0.00162273128850685 1.5006579579264497e-07 0.002573009827854215 0.04824673582261076 0.00020200817818640427 0.06673493671212195 3.8485878036748275e-06 3.2721880864436704e-13 1.1190635642824886e-07 0.047897735094574276 1.6565105149672235e-06 0.0002716226252699943 3.812879148547252e-22 5.6272131096719505e-05 0.0017676457522989393 0.0011127624376616506 0.018865974432934255 7.644938413192626e-09 3.971374598831411e-06 0.03949622316882556 1.3948702010420149e-46 6.736103411805514e-05 0.019407189298929844 6.110913563486641e-46 1.1301659177884512e-52 5.05955422444633e-09 0.00019839954356848865 0.0008132719872184811 0.004682771972245699 3.0053974236819134e-52 1.2992083550166678e-45 1.385448173128597e-10 2.2010926955177001e-10 0.008335250556241163
0.39 1056.3741944664264 0.4678701737645728 2.707338962512368e-12 1.7991316645200448e-09 2.572546952281878e-10 0.01756482799130681 1.3814339103832536e-09 1.0726396436566052e-10 0.006988056395308979 1.8268203883352405e-06 8.511392243785855e-08 1.0989541540799262e-15 0.23303090299741075 1.203645475725345e-08 0.0018431179196314886 1.4369755845217864e-07 0.0023487598010946973 0.04753883907952473 0.00019133325520746035 0.08811742082704682 3.9803578730920115e-06 2.5770406020294723e-13 1.0023683859624087e-07 0.04515696453053071 1.521734686982834e-06 0.0002771284124031357 6.097652241925453e-24 7.217920589633018e-05 0.0016141141310817319 0.001019381807176995 0.01656253768495435 6.137784866081281e-09 3.7176955165509825e-06 0.041875090888403854 1.8402827904101842e-48 6.30972490169141e-05 0.015695696091121154 5.116043592656469e-48 4.4414049683992814e-55 4.392599033079395e-09 0.0001782888273055196 0.0008447497784829691 0.00428912606014357 9.527731570333646e-55 7.643000172852985e-48 1.0023353363588224e-10 1.577709254525406e-10 0.006846811272700139
0.4 1048.5383814817806 0.4602001709159733 2.6566736000897688e-12 1.7686963580279965e-09 2.366004007725987e-10 0.0166719262081623 1.2692418220545753e-09 9.658707863482554e-11 0.006325967099177786 1.937127365376436e-06 8.896690717956553e-08 1.032413461734099e-15 0.23001708003884988 1.2862550862219955e-08 0.0020202458081640595 1.4297661396160506e-07 0.002190576047569602 0.047125982276848964 0.000174741058922626 0.10920063146442996 3.927948949173741e-06 2.1077149005831527e-13 9.107386079593668e-08 0.042163305645872125 1.4194281717504182e-06 0.0002752426345626095 -2.5436625241841705e-23 8.468029307109598e-05 0.0014607860559771506 0.0009191864126715499 0.014545995310706286 5.239853270089766e-09 3.51586231520092e-06 0.042940221715379395 1.2346051348014817e-51 5.9468612473607185e-05 0.012943631236075075 1.5040631234258477e-50 2.3344296482857854e-57 3.937103377406713e-09 0.0001582055015476533 0.0008446343904877218 0.00386423901463877 2.667401694070205e-57 9.619622794560343e-51 7.742060364443704e-11 1.1970958257983957e-10 0.0058019332636203395
0.41000000000000003 1041.7154763882174 0.45253016806737373 2.63212945196268e-12 1.745697219206956e-09 2.1937871037132894e-10 0.015820598513348924 1.1866615148658834e-09 8.766362569870348e-11 0.005759248604923797 2.110343607744093e-06 9.399758205524466e-08 9.873959662286956e-16 0.22683624850118497 1.3682359524391766e-08 0.002165744789505184 1.4582979762943204e-07 0.0020742446159330075 0.04692039654657548 0.00015548364331959726 0.13010407129814258 3.7563159461392556e-06 1.7602592515611035e-13 8.349114139105731e-08 0.03905162685421724 1.3372217778389489e-06 0.00026829883758561977 -3.824855179778154e-22 9.386056294146955e-05 0.0013131469368429852 0.0008184962507503642 0.01276424337717605 4.649293671254283e-09 3.3471294131625185e-06 0.043064924671712315 -1.1793226758173265e-50 5.626502591241818e-05 0.010781346674686979 3.86283028672745e-50 3.021334243341293e-57 3.6011107255372766e-09 0.00013883510998649517 0.0008249761736731444 0.0034359491549348408 -4.448624881931307e-57 -2.908312087532756e-50 6.22382675463343e-11 9.390057976405639e-11 0.00501092612887343
0.42 1035.5083130673645 0.44486016521877425 2.628642266989715e-12 1.7296981748831475e-09 2.0458585014074694e-10 0.01500005221805345 1.1227751584464232e-09 7.998119995573291e-11 0.0052602980889014175 2.3490484811354426e-06 1.0028158912980175e-07 9.569270347158814e-16 0.22353817829734052 1.4509432685049574e-08 0.0022861943924342245 1.5136338828706336e-07 0.0019882131712700563 0.04687505503792087 0.0001354721760666255 0.15088298524584165 3.5049503429150776e-06 1.4875632875743074e-13 7.700143592860092e-08 0.03589443520238285 1.2687650265012665e-06 0.00025758073791360477 1.0382302014804591e-22 9.980294872148244e-05 0.0011730515015077917 0.0007202377779926895 0.011175869420679167 4.238020102999516e-09 3.200963272666312e-06 0.042457122496694415 -2.5629806848744905e-50 5.335834950822212e-05 0.009020589979207417 2.5898713362218648e-49 2.0825302669097e-56 3.3408256572247185e-09 0.00012044797248669842 0.0007922558861642332 0.0030170325410445505 1.176067589802125e-56 6.091212049256127e-50 5.1371497909737856e-11 7.518349442260168e-11 0.004380923610904982
0.43 1029.6698141392308 0.4371901623701747 2.643515302209951e-12 1.7204604763436323e-09 1.916175002768722e-10 0.014204104234952601 1.0716944878445234e-09 7.323625569582318e-11 0.004812919225058643 2.663704607554485e-06 1.0800323304933452e-07 9.372943861086364e-16 0.22015086063191297 1.535118552042293e-08 0.002385867297916258 1.5914535434154536e-07 0.0019263489176131433 0.04695971504960995 0.0001158919055637562 0.17156261270372503 3.200885763658067e-06 1.2647066336411624e-13 7.131103183506226e-08 0.03273783040999269 1.2102668758731784e-06 0.00024391519603076197 -8.914271907172815e-22 0.00010261824974651534 0.0010411521318374603 0.0006260658838617329 0.009749938106636331 3.9411927618481006e-09 3.070258996254272e-06 0.041250896143658435 2.502640525342706e-49 5.06570186154414e-05 0.007551118880660514 9.618432440332416e-48 1.1283867242517502e-54 3.1315576524284376e-09 0.00010316331484953731 0.0007502373874858806 0.0026141832040134784 1.5588344685272213e-55 6.6561515680566565e-49 4.316376603757911e-11 6.094307335471429e-11 0.003859232572437131
0.44 1024.0255102833844 0.42952015952157513 2.6752976101519904e-12 1.7179234378779854e-09 1.80076844724251e-10 0.013429267929683264 1.0299107117330423e-09 6.723185624736363e-11 0.0044067612413172565 3.072141135851311e-06 1.1745086164669807e-07 9.263928223833471e-16 0.21669114702994885 1.6212799101856886e-08 0.002467841251652579 1.6895423265387168e-07 0.0018853109030481684 0.04715120007813724 9.747570622290711e-05 0.192149898075858 2.864262797434263e-06 1.0771234831822587e-13 6.62253131417002e-08 0.02961530475375524 1.1591747432777413e-06 0.00022791090678076536 -1.3022215618891653e-21 0.00010247028269431471 0.000917653911724702 0.0005370829011457851 0.00846344805209105 3.721292551330967e-09 2.949316293215117e-06 0.039544188259812936 -2.5075001608709544e-47 4.808513996574122e-05 0.006302266912757937 -6.4918124035790665e-47 -5.798764724864004e-54 2.9573244454716358e-09 8.70403495644828e-05 0.0007011640561662186 0.002231321517241873 -1.1491592445122544e-54 -7.850288450424291e-48 3.668512663216733e-11 4.9700570087889685e-11 0.003412577717750458
0.45 1018.4370723193824 0.42185015667297565 2.723222085220086e-12 1.722193647232812e-09 1.696870591714061e-10 0.012673947433165748 9.951967600500358e-10 6.18322230339942e-11 0.004034822788875052 3.601192200313709e-06 1.29035093220026e-07 9.23041882320757e-16 0.2131694482979425 1.709945704160185e-08 0.0025345055465228797 1.8067269751494228e-07 0.0018634124623497796 0.047428777863982155 8.065231854298146e-05 0.21263762800328662 2.511030244529567e-06 9.157263503898154e-14 6.160544039501543e-08 0.02655437064794315 1.1135643189674162e-06 0.000210070243790313 4.080451222842569e-23 9.959205428733468e-05 0.0008025764670849407 0.00045410766418618 0.007299348839938406 3.5535508973699444e-09 2.8327309939430404e-06 0.03741692767259037 2.3194058912417784e-51 4.5570319960737456e-05 0.00522603323460164 1.5060936718054398e-49 1.869443601715189e-56 2.806273776146882e-09 7.211773811283287e-05 0.0006463450467391659 0.0018711000972760094 8.815904182907864e-58 3.550441359376665e-51 3.136566759420796e-11 4.055433947575591e-11 0.0030180322719616575
