Z T N2 S-CH2 T-CH2 O H2 H OH H2O O2 HO2 CH CO HCO CH2O CH3 CO2 CH4 C2H3 C2H4 C2H5 C2H HCCO C2H2 C3H3 A-C3H5 N-C3H7 C2H6 P-C3H4 A-C3H4 A1 A1- C5H5 C3H6 C4H8 C5H6 A2 C5H10 C5H11 A1C2H2 A1CH2 A1CHO A1CH3 C7H15 N-C7H16 A1C2H* A2- A1C2H
0.46 1012.7819157196003 0.414180153824376 2.786830286919381e-12 1.7335422743056957e-09 1.6024648459175397e-10 0.011938128911268789 9.661045420573144e-10 5.6939914931270037e-11 0.003692185918918673 4.290204833924539e-06 1.4332396597331563e-07 9.266882916279661e-16 0.20959212218255469 1.801802886387848e-08 0.0025877908281831917 1.942351264761015e-07 0.0018600480832127056 0.047771582602423014 6.564042467289273e-05 0.2330052554295274 2.154385884953254e-06 7.746286756248249e-14 5.734581917024634e-08 0.023580405849560285 1.0718132267719282e-06 0.00019084792280898763 -9.614546045145807e-23 9.429334532378636e-05 0.0006958585083559747 0.0003777809129033322 0.006245245434248209 3.41881170973932e-09 2.7146201130621674e-06 0.03494086485854035 -5.776721750157075e-51 4.3034971198346586e-05 0.004288836065272842 3.7526230619333586e-50 4.7755436053773264e-57 2.6682912308964264e-09 5.8435067716203486e-05 0.0005864953896667054 0.0015357354828710985 -1.5455739351612684e-57 -6.060323755560032e-51 2.683102173248604e-11 3.292691060957775e-11 0.002658604972804849
0.47000000000000003 1006.9395527449566 0.4065101509757765 2.865605604817018e-12 1.752400814717817e-09 1.5160361633539648e-10 0.011223363267744382 9.417304306321739e-10 5.2483474285886045e-11 0.003375326410642765 5.196907731313277e-06 1.6109390633980387e-07 9.372924429085967e-16 0.205962867494897 1.897866077697998e-08 0.002629247958384702 2.0959665656133794e-07 0.0018753205417719853 0.048156762412166994 5.251524895058713e-05 0.253217724251959 1.805620250742098e-06 6.499802663519675e-14 5.3361200719395784e-08 0.020719251801722252 1.0324057872612876e-06 0.00017068621084256595 -2.2215824739901052e-23 8.696250967546195e-05 0.0005974185957320911 0.0003086100712967127 0.005292599067675766 3.2992769438948703e-09 2.5879893291648104e-06 0.032185792246355115 -3.5372893987675546e-50 4.038951770374716e-05 0.0034672807214848715 1.889622626618543e-49 2.4821512701061676e-56 2.533574777593487e-09 4.6046994803384775e-05 0.0005219970146815523 0.0012275506035290351 -4.7953194218084053e-57 -2.312669254847136e-50 2.282263244632773e-11 2.6440441330226218e-11 0.0023210613454161646
0.48 1000.7806415319365 0.3988401481271769 2.958483465878661e-12 1.7793400580313718e-09 1.4364219008318394e-10 0.010532974173220173 9.216238868849562e-10 4.841064212410688e-11 0.0030817376674847356 6.406574009279926e-06 1.8339449012780754e-07 9.553260604673892e-16 0.20228372266899766 1.9996580431867294e-08 0.002660026770283518 2.2670915476206837e-07 0.0019096585163908546 0.04855763591987231 4.125811194052335e-05 0.2732226695799649 1.4746420955838818e-06 5.393257321019394e-14 4.957886990708647e-08 0.017999112754358615 9.938142332168756e-07 0.00015004070077334803 4.517946707278552e-22 7.806575211894605e-05 0.0005072113097373632 0.000246992187513389 0.004436227538877215 3.1755591162683198e-09 2.4442815928802987e-06 0.029224481935520647 2.84166046157538e-49 3.7528474741159914e-05 0.00274599423312965 1.798322646772914e-49 8.15132968054182e-57 2.391835279407974e-09 3.503239482099381e-05 0.00045318909038701466 0.0009493435713631312 -1.2118902865977456e-55 -5.025464009431285e-49 1.915965631388147e-11 2.0852425552762936e-11 0.0019951410268641704
0.49 994.1564716157025 0.39117014527857735 3.0631231352728483e-12 1.8150133193001242e-09 1.3627182958604374e-10 0.009872419166418334 9.057932229344606e-10 4.468500622043131e-11 0.0028097450926275287 8.045620618323483e-06 2.1162136403293697e-07 9.81865885539114e-16 0.19855604652027467 2.1094537753392213e-08 0.0026807663628801216 2.4549879934557574e-07 0.001963250860502492 0.04894158408026479 3.179227146333609e-05 0.2929468299830278 1.1702341369616312e-06 4.4121472773330915e-14 4.5934157763770317e-08 0.015451653867416863 9.544504533269376e-07 0.00012940126137120586 6.148159419657244e-23 6.814383176635879e-05 0.0004252799422948505 0.0001932211178589658 0.0036738492496188324 3.0249530692503943e-09 2.2734391975729775e-06 0.02613728221129223 7.557400121478199e-55 3.4333802969013815e-05 0.002116500224447928 1.1480824100148505e-51 1.85105346474029e-58 2.2323160254536403e-09 2.5495271960118128e-05 0.00038077110455026733 0.0007045309652559241 1.62867195976297e-61 5.4995276455383706e-55 1.572567859054606e-11 1.6021524333106836e-11 0.0016739814460214632
0.5 986.8890908799216 0.38350014242997776 3.174813298344542e-12 1.8600317855365793e-09 1.2942167963047807e-10 0.009249817361363027 8.94787843947235e-10 4.128530215430561e-11 0.0025584751390235376 1.0298994903066685e-05 2.4757502626982315e-07 1.0187879267948831e-15 0.1947817723709955 2.2306135187389368e-08 0.002691409616715575 2.6583797785921214e-07 0.002035092129440746 0.049267321186306626 2.400889002831748e-05 0.3122915049481099 9.000317753350622e-07 3.5493925299754146e-14 4.2369410265622186e-08 0.013112577690852847 9.127246315418917e-07 0.00010931216078815945 -6.323452833796176e-23 5.780365694502956e-05 0.0003518105553286007 0.00014748502779706596 0.0030055320636837206 2.8222302015809814e-09 2.0653102883506187e-06 0.02301730812012137 -6.181973946128131e-50 3.069589727105588e-05 0.0015764722902246796 6.048900941036687e-50 9.542174839360041e-57 2.045331195620296e-09 1.755248556345974e-05 0.00030637669269936425 0.0004969512109229186 -1.1803061412737252e-56 -3.7094677188073546e-50 1.2472986256165452e-11 1.188765773185931e-11 0.0013558151050328262
0.51 978.7648728628504 0.3758301395813782 3.285034741348076e-12 1.9147416502186715e-09 1.2303537436736575e-10 0.00867639669859262 8.89837923027384e-10 3.820659133220777e-11 0.002327924242080612 1.342330602996195e-05 2.934604628459126e-07 1.0690750461958018e-15 0.1909652157313894 2.3680264861599878e-08 0.0026909783995212847 2.8751097575954434e-07 0.002121495590437777 0.049482081766020196 1.7783057399506208e-05 0.3311297405910639 6.701155273114374e-07 2.8031935360771815e-14 3.883826140606927e-08 0.011021441126754196 8.672919974626603e-07 9.038451696212188e-05 4.379871544592242e-22 4.769473115935485e-05 0.0002871646825242068 0.00010983919564837934 0.0024327611287360586 2.545679236340839e-09 1.8137163477638975e-06 0.01997546700295581 2.8929189635134003e-49 2.656738627051524e-05 0.0011284131311833012 5.927061586991395e-50 1.379120685435187e-56 1.8262735365579244e-09 1.1298773262501626e-05 0.00023319752963973573 0.000330074693581688 2.149159356103313e-56 6.181264678393559e-50 9.435581354932477e-12 8.452864433647521e-12 0.001046515164594356
0.52 969.5356213440937 0.36816013673277864 3.3802812055084834e-12 1.9789570819260526e-09 1.1706660209087159e-10 0.00816597254576405 8.930160460949647e-10 3.5460727624558675e-11 0.002118918379781668 1.7728679193931542e-05 3.517857119458394e-07 1.1372790510399561e-15 0.18711558000651995 2.528726051108423e-08 0.0026773909029712533 3.102094960245008e-07 0.002214308235204852 0.049521738821740095 1.297611501294862e-05 0.3493148748103927 4.840716514236686e-07 2.1745385812885143e-14 3.53176825572183e-08 0.009219289381125333 8.175744803138778e-07 7.326890218446219e-05 1.0564107436407647e-22 3.8449343963649634e-05 0.00023182774568286999 8.012150702066837e-05 0.0019566947875555413 2.1901004293246523e-09 1.5235865457974694e-06 0.017139724649345985 -4.4237586790890296e-55 2.205062995570206e-05 0.000776342558404934 -6.508661606816474e-56 -1.6837113015143067e-62 1.581761774358346e-09 6.7423762207879775e-06 0.00016610322145329713 0.0002053889796919015 -2.1691404500420874e-62 -5.583467233129334e-56 6.7288583065760785e-12 5.747737649653003e-12 0.0007608160429638644
0.53 958.943641085259 0.36049013388417905 3.4425858348443486e-12 2.0518077398397148e-09 1.1147508579351621e-10 0.00773258814655223 9.072788126042322e-10 3.307043629099346e-11 0.0019326656413866362 2.346341115466728e-05 4.2507397851784843e-07 1.230055527991935e-15 0.18324980794210977 2.7225036317280614e-08 0.002647618300424364 3.3359087046547477e-07 0.002299506707329946 0.04931787027662191 9.42894962320708e-06 0.36670729785836187 3.419261736191052e-07 1.6641086599303192e-14 3.1829061115700574e-08 0.007743904077796085 7.645227304306697e-07 5.856318136211523e-05 2.2225147435013056e-22 3.0585505328822006e-05 0.00018625896719269642 5.784194362883006e-05 0.0015760650361758594 1.7806974367033073e-09 1.21736306082724e-06 0.014642425362355806 -2.4534667229503033e-54 1.746732843884491e-05 0.0005201838408209561 -3.5982843835799025e-54 -9.727025660189105e-61 1.3336186371164088e-09 3.736429429008285e-06 0.00011045832315791352 0.00012049934324370773 3.3527493798845815e-63 7.500687280047459e-57 4.504617622764913e-12 3.778087750495398e-12 0.0005184817827230921
0.54 946.7950884195261 0.3528201310355796 3.4540564473138783e-12 2.131991091771697e-09 1.0622501895768833e-10 0.007385551345135599 9.361351218135627e-10 3.104873665249921e-11 0.0017695359897110016 3.054058842044096e-05 5.152411224572367e-07 1.3564635409874717e-15 0.17939432400561175 2.9619968640318328e-08 0.002598598693646592 3.5743479443462835e-07 0.0023575540369505732 0.04881724604949571 6.949181647023846e-06 0.3832233262310372 2.3959125053682394e-07 1.2680849911262612e-14 2.8456379137393004e-08 0.006619112896450451 7.110770431669002e-07 4.664064345715234e-05 -1.7332076844818576e-23 2.439305449614422e-05 0.00015057339588620377 4.209253673521453e-05 0.0012851801655265397 1.3706748914274185e-09 9.310363039227288e-07 0.01258805727542049 -1.778905225837412e-58 1.3290757076982102e-05 0.00035014135949563193 -3.249710413303111e-57 -1.0864731581827695e-63 1.1125659773071444e-09 1.9627412039075983e-06 6.957569526428429e-05 6.835655678965714e-05 2.4799949086895914e-65 4.660411274199117e-59 2.8575996734459466e-12 2.472186202884974e-12 0.00033404761066050667
0.55 933.0855310849329 0.34515012818697993 3.405673193493101e-12 2.2184780717919187e-09 1.0128593770826212e-10 0.007123214792407575 9.82708827658943e-10 2.937161875817737e-11 0.0016277382897939255 3.828632112889382e-05 6.22572039234144e-07 1.5274005829589822e-15 0.1755808967787921 3.261289776864279e-08 0.0025290425239031327 3.8183745417765226e-07 0.0023676872410271174 0.0480104968808975 5.303895116596739e-06 0.39888982414642543 1.6950292297753964e-07 9.737682425735797e-15 2.5325210365246034e-08 0.0058354303963470125 6.61161327349938e-07 3.746864654498312e-05 5.059927177373582e-22 1.9855189949536683e-05 0.0001240691171334466 3.156329279966995e-05 0.0010721767228986149 1.0133523009804007e-09 6.954579528594188e-07 0.01100778684619547 4.3560765384849343e-54 9.898478586271093e-06 0.00024616206928192673 7.858835387592785e-53 3.216880979795844e-59 9.40267901734778e-10 1.0153277018983723e-06 4.2803747099196e-05 3.903435179144113e-05 -2.200168901800418e-59 -3.339244205226505e-53 1.7535007404661725e-12 1.6743029172539965e-12 0.00020752299508417275
0.56 918.086162294432 0.3374801253383804 3.3036793510659445e-12 2.310964434595256e-09 9.662851125590932e-11 0.006930385468317438 1.0485516576085371e-09 2.7988164402725766e-11 0.001504287614142934 4.573262979826486e-05 7.452212373736215e-07 1.7539663996045754e-15 0.171830373658164 3.633011051193674e-08 0.002441100415784159 4.072508567220238e-07 0.002317690091825411 0.04694543710471459 4.238407175038429e-06 0.4138624862739071 1.225910592768918e-07 7.593175961388479e-15 2.2525035656366856e-08 0.005335262618292236 6.170994687775421e-07 3.0592554860111864e-05 -6.750949628423478e-23 1.6673884830459673e-05 0.00010499177087432824 2.4742902708807435e-05 0.0009186010165745959 7.334367963435431e-10 5.191590162840669e-07 0.009836509307194128 -1.0928598506758823e-54 7.36292997129293e-06 0.0001843789283960551 3.932669264034475e-54 2.309188472474768e-60 8.15440962644044e-10 5.363240883519843e-07 2.6487470301815303e-05 2.320416680773192e-05 2.515438086608713e-64 2.9725021106873633e-58 1.058196514611468e-12 1.1995383718782604e-12 0.00012632390752494985
0.5700000000000001 902.2539519352264 0.3298101224897808 3.1650269499144698e-12 2.409369325458503e-09 9.221480281398958e-11 0.006783963761213793 1.1333747337355495e-09 2.6880662097782125e-11 0.0013982623766777538 5.237070146168917e-05 8.806421309724277e-07 2.0462334806739135e-15 0.16813507646437884 4.0866138769823156e-08 0.0023400340077563476 4.342654612407901e-07 0.0022123919123322464 0.04570128286700063 3.5257343763370947e-06 0.4283714718577015 9.07596863789091e-08 6.005189944731621e-15 2.0052595043806788e-08 0.005028282583029584 5.78150008222346e-07 2.5372416114960892e-05 7.626152743275532e-23 1.4425295769680542e-05 9.104421050409318e-05 2.0259355665561903e-05 0.0008031713677474721 5.269092764125701e-10 3.915323065083657e-07 0.008949079512728464 -7.985325870318765e-67 5.5130505224726525e-06 0.00014509294437637946 1.1826464216710066e-65 9.708508980007648e-72 7.196522579261646e-10 2.9307244200927976e-07 1.6650128112212894e-05 1.447090191743966e-05 -1.4212006049709014e-82 -1.269208311459742e-76 6.285848373606017e-13 8.99141203640207e-13 7.540180687774785e-05
0.58 886.0262741871361 0.32214011964118133 3.00653922122354e-12 2.5131227654090143e-09 8.79982364735057e-11 0.006662686148606559 1.236111420627497e-09 2.6095717071522768e-11 0.001311801248136829 5.836899480527247e-05 1.0276031068452577e-06 2.4141193177745342e-15 0.1644635627676086 4.630129628793095e-08 0.002231965291364739 4.6335348737205544e-07 0.0020697327706433923 0.04434750383086479 3.00803247022797e-06 0.4426301087008926 6.833490668585156e-08 4.784560723786272e-15 1.784452635208652e-08 0.0048286542950873815 5.418421020927577e-07 2.1263438936022118e-05 9.674627325275051e-23 1.2740796556479512e-05 8.024684700382076e-05 1.7129452752920378e-05 0.0007080753936367173 3.7840769983836987e-10 2.975309058075328e-07 0.008226364878365158 2.21634214613988e-57 4.13542499772622e-06 0.00011626681439692516 -8.422905924656993e-56 -9.900869751612451e-62 6.340319821880004e-10 1.6426041605757314e-07 1.0552705799260979e-05 9.350780276076055e-06 1.0531257135052863e-65 6.952362672834252e-60 3.6420304354873924e-13 6.850609608643055e-13 4.372979503918945e-05
0.59 869.6995092203567 0.3144701167925818 2.839060320882659e-12 2.6210430313986226e-09 8.393267970714435e-11 0.00655233591138959 1.356092314647834e-09 2.571756886307997e-11 0.0012481154912020206 6.416668764226174e-05 1.18676471497283e-06 2.8693802784727436e-15 0.16077995156373132 5.273335048335444e-08 0.0021220408260314017 4.947862005255728e-07 0.0019099193749399826 0.042925795913304435 2.597138485971813e-06 0.45678442025174154 5.1917091983322335e-08 3.8142673144260335e-15 1.5836283592205588e-08 0.004677532051071183 5.058728532567655e-07 1.7914442446360926e-05 1.8852096380538836e-23 1.138109259800923e-05 7.132561399597175e-05 1.476969471356601e-05 0.0006220419599227562 2.726197519009867e-10 2.2602861014251592e-07 0.007590247244715662 7.662460313840885e-61 3.079945247125717e-06 9.236594241788619e-05 -1.8492549772801937e-60 -3.164362672725596e-66 5.488066533540616e-10 9.29958226683684e-08 6.662507913860503e-06 6.157087303099611e-06 1.3369040312657022e-76 6.183009119269057e-72 2.040834436513171e-13 5.171214210428769e-13 2.4430619897637055e-05
0.6 853.433715406538 0.3068001139439822 2.6678624147600498e-12 2.7314392604728258e-09 7.997722921246549e-11 0.006445185619931018 1.4934187145806494e-09 2.5838208805954287e-11 0.001209877193324014 7.014413551962106e-05 1.3605778155393574e-06 3.4268049852421924e-15 0.15705516965212535 6.029633871133751e-08 0.002014105356104185 5.286630463925389e-07 0.0017493558247103924 0.04145458561274894 2.250460191782383e-06 0.4709179175128285 3.955578583476771e-08 3.0278605378684937e-15 1.3985339582219925e-08 0.004541954469429119 4.6876499891529565e-07 1.5123033352230793e-05 2.6258485426625542e-23 1.0212649276468916e-05 6.358608782656867e-05 1.2869493965695792e-05 0.0005393758830081926 1.971957639348508e-10 1.7031263754604967e-07 0.007000315043027301 -1.3390532808784629e-64 2.258921072189367e-06 7.159042231537131e-05 -1.0960533795588599e-60 -2.764479627485123e-66 4.625306330169341e-10 5.245735560180151e-08 4.148671028567414e-06 4.074726970725193e-06 1.23613483263306e-82 -1.5180691901764562e-77 1.100938856248058e-13 3.806574330947025e-13 1.3085680378553249e-05
0.61 837.3015924366846 0.2991301110953827 2.4948646165748823e-12 2.842046514664267e-09 7.60948007060604e-11 0.0063375774594035894 1.6487500754575197e-09 2.6549043957635572e-11 0.001198980564610864 7.655536299965235e-05 1.5535042114362783e-06 4.1041654762264695e-15 0.1532682241888085 6.916602064089181e-08 0.0019111675323001548 5.649345331236258e-07 0.0015997601120639683 0.03993844960860627 1.9484612257243507e-06 0.48507588285369063 3.008181024163754e-08 2.3855131929299132e-15 1.2268076543709275e-08 0.00440498456925608 4.297051931388657e-07 1.2768787734876784e-05 8.38514838830158e-24 9.162912787852847e-06 5.666202927450711e-05 1.1266291938214131e-05 0.0004578965301484606 1.4283661616796092e-10 1.263788933048409e-07 0.006438590113585726 -1.4516863128234863e-55 1.6200353680788212e-06 5.3660105201241433e-05 3.749246884191739e-55 1.4091427524864967e-60 3.7777886700679747e-10 2.9141148976709715e-08 2.528173326351012e-06 2.6802452017830436e-06 1.331891381494348e-68 3.267109145990876e-68 5.703920176821018e-14 2.7072882729082983e-13 6.702670312376908e-06
0.62 821.3285020176099 0.2914601082467831 2.320303494629581e-12 2.9497842569486842e-09 7.224861249025683e-11 0.006228025992558725 1.8228899619303864e-09 2.794472151443699e-11 0.00121689752382212 8.356745229221095e-05 1.772481882726608e-06 4.921093189835057e-15 0.14940428081564303 7.956059136508938e-08 0.001815941958401147 6.033790696885041e-07 0.0014688226206459223 0.03837444235253393 1.6816370795750325e-06 0.49928528319906956 2.2743306686132834e-08 1.8601513230087575e-15 1.067165094326457e-08 0.004257355577428696 3.882770306286267e-07 1.0771168108367209e-05 -1.3047238484921993e-24 8.190507807953877e-06 5.033783394998113e-05 9.86827389353646e-06 0.000377478520027395 1.0292431868171235e-10 9.167552182819115e-08 0.005897676072459568 1.6029475283180428e-60 1.1281800930475924e-06 3.8647411500132754e-05 -3.2893487486075775e-60 2.749097012941724e-65 2.9791414351141323e-10 1.576397700443304e-08 1.496802886755536e-06 1.734009398059101e-06 -7.398656751503228e-72 2.7757702931758356e-88 2.8308754919827904e-14 1.846951208394902e-13 3.2740143403033346e-06
0.63 805.5155530946586 0.28379010539818356 2.1436363732299214e-12 3.0503975399633815e-09 6.839855961528635e-11 0.00611614776379641 2.016248273381835e-09 3.0129987313044295e-11 0.0012650944245228284 9.130785832424359e-05 2.0274629467441846e-06 5.896492271991243e-15 0.14545257433101833 9.173977496273429e-08 0.0017312928469107598 6.435295249722535e-07 0.0013609631768446938 0.036755124615655665 1.4444862665993093e-06 0.5135664031670987 1.702829651252505e-08 1.4312328321572441e-15 9.188281847809903e-09 0.004092476111331645 3.44336765459429e-07 9.069554273812614e-06 6.652925773674573e-24 7.27074908923234e-06 4.4458233888070166e-05 8.61579549556578e-06 0.0002993239186677796 7.302149296762035e-11 6.446402027913484e-08 0.005374345413748393 4.3779514175877314e-60 7.569418714762271e-07 2.6550952897711266e-05 -1.4248220370110318e-59 -1.2154453325213145e-64 2.2568660276019213e-10 8.201527611799494e-09 8.538294078575606e-07 1.0909989021469414e-06 -2.0792212079531444e-80 -3.2500804853466816e-80 1.3399462784211748e-14 1.1984145284158194e-13 1.5180145004129917e-06
0.64 789.8517860309184 0.27612010254958397 1.9639911604250888e-12 3.137993479165987e-09 6.449762445703332e-11 0.006002099460716024 2.228033704168977e-09 3.322651425950918e-11 0.0013453841220574501 9.990011105087579e-05 2.3322417931858307e-06 7.0432366098175154e-15 0.14140444583160935 1.0599974359935084e-07 0.0016606616632205654 6.845438039741234e-07 0.0012780872225811378 0.03506972534551277 1.2330315111380127e-06 0.5279390008221595 1.2573294489426546e-08 1.0822468244017018e-15 7.81222393110965e-09 0.0039037589233788523 2.980393254499662e-07 7.6148359116895465e-06 1.5571183828267336e-21 6.38901698800544e-06 3.889273197114438e-05 7.464906592992765e-06 0.0002256255527143967 5.031844135712301e-11 4.349136824698939e-08 0.004866628588583212 8.530038946394374e-64 4.847505182223882e-07 1.7219757216163655e-05 -1.9026005777898183e-63 -2.4703641044955685e-68 1.6296731472840762e-10 4.043903220336662e-09 4.6440155401884985e-07 6.588472573924763e-07 -1.1117476526823565e-81 -2.34013572892219e-91 6.005164872217521e-15 7.307796013821472e-14 6.631027667277727e-07
0.65 774.320631581122 0.26845009970098443 1.7803996751290472e-12 3.2044503351639906e-09 6.048787913203498e-11 0.0058862455258491455 2.4548892695441576e-09 3.7379632571431074e-11 0.0014602546416656163 0.0001094974849207863 2.706192997567543e-06 8.357813467236288e-15 0.13725125757742052 1.2265728769264168e-07 0.0016086467236634428 7.250031671248718e-07 0.0012203536161135076 0.03330435086199336 1.043845809971582e-06 0.5424260028500103 9.110585390910468e-09 7.996913278418218e-16 6.538354048811257e-09 0.0036831599040917542 2.499635575362843e-07 6.3658167694633036e-06 1.237914323647777e-22 5.536983301534505e-06 3.3529685218705754e-05 6.382094903816412e-06 0.00015926909978931773 3.3117530046204545e-11 2.778809077963673e-08 0.004372586253277832 1.9102112357464097e-61 2.929113080139743e-07 1.0386028165873546e-05 -3.490016253025187e-61 -6.930486871096841e-66 1.1088871418443709e-10 1.8551232448651954e-09 2.375872965332992e-07 3.7586737515034734e-07 6.54097243895673e-81 3.7226814465452597e-76 2.5210638615917912e-15 4.116222699869788e-14 2.699278609453031e-07
0.66 758.9023778702353 0.26078009685238496 1.5918943170270513e-12 3.238615547943054e-09 5.629502255238966e-11 0.005768911676057125 2.6885006392994545e-09 4.2767796825073543e-11 0.0016133438470812376 0.00012033747893068902 3.1782320045292113e-06 9.80097619461544e-15 0.13298166240695297 1.4201161623029984e-07 0.0015820407115413535 7.626013207547289e-07 0.001186902380629093 0.03144122156189286 8.736205177160145e-07 0.5570572537543954 6.435453111697885e-09 5.725523667165025e-16 5.361499047928775e-09 0.0034202268429103194 2.0125241944893563e-07 5.2871952846557e-06 1.4502525374220204e-23 4.7094525071670715e-06 2.8285886324196316e-05 5.344410724002264e-06 0.00010329517584809271 2.039615982992755e-11 1.652633411084273e-08 0.003889608486654552 1.363382225730639e-59 1.6455582673417312e-07 5.702617170405072e-06 -2.5626844741846013e-59 -7.795819124631268e-64 6.995942797822045e-11 7.725945505604502e-10 1.1226269025795453e-07 1.9863680291990206e-07 -3.743443944334084e-82 -2.416385276518162e-102 9.769115363918785e-16 2.0894442743122155e-14 1.0087547275505296e-07
0.67 743.5704267857384 0.2531100940037853 1.3973758200556639e-12 3.224967014122929e-09 5.1818115452594825e-11 0.0056501999551261985 2.9113101593955413e-09 4.9626350143057915e-11 0.0018105804906362944 0.0001328691473300021 3.7965062435611783e-06 1.1262676599772724e-14 0.12857649264281298 1.6426192396146557e-07 0.0015921103374182297 7.93619195546967e-07 0.0011766195250260815 0.029455245009489366 7.188292811674175e-07 0.57187698553392 4.385252808014477e-09 3.9189648928943522e-16 4.275768826370752e-09 0.0031010737801465656 1.5362267311186283e-07 4.347473455480898e-06 9.24923054717706e-23 3.900686703314561e-06 2.3119334804595028e-05 4.3409354679891425e-06 6.001583487429051e-05 1.1449989149485717e-11 8.922548728990126e-09 0.0034133309453221725 -1.1166318834323372e-57 8.423063836710988e-08 2.7626863198326773e-06 2.2994675587721352e-57 1.068374891571448e-61 3.999485981803284e-11 2.818455051653189e-10 4.773415631605308e-08 9.481303550248038e-08 1.0843566710366719e-79 -2.3086277895256434e-95 3.4235701736475054e-16 9.21651142755945e-15 3.3904212903762746e-08
0.68 728.2710020175502 0.24544009115518572 1.1948058875350959e-12 3.1403568157756734e-09 4.69015907916377e-11 0.005529965837146058 3.088118989383623e-09 5.833171680356405e-11 0.0020638829515134765 0.00014812148349107468 4.6561581474439955e-06 1.2496783614060943e-14 0.12399475863080898 1.8932625337929942e-07 0.0016608219553356212 8.117890368724271e-07 0.0011895139952435153 0.02730119945309451 5.751132160845431e-07 0.586965578354854 2.82528602205548e-09 2.503932261926261e-16 3.272578115609052e-09 0.0027058607906122216 1.0904821649078806e-07 3.514944851793447e-06 5.856472986483759e-22 3.098311132544735e-06 1.8023989812321116e-05 3.370579612658835e-06 3.004722773885084e-05 5.629828613222579e-12 4.189261474873056e-09 0.002934566842128002 1.6333895812742484e-59 3.8018968683827156e-08 1.1205748646589406e-06 -3.065448946852993e-59 7.999158522089278e-64 1.995487729864503e-11 8.468980153259156e-11 1.7487589975801892e-08 3.9336810980517534e-08 -2.799564818562423e-71 -7.065939358990036e-99 1.0499352343922709e-16 3.3222091752914353e-15 9.912013872845334e-09
0.6900000000000001 712.8396156013935 0.23777008830658616 9.77595712406205e-13 2.9414004480261667e-09 4.1221713205910097e-11 0.005408155076932422 3.143532139846249e-09 6.978732374742317e-11 0.002407192941901169 0.00016917255798785586 6.009074670909027e-06 1.2966418873890266e-14 0.11911717329994857 2.1632003488638582e-07 0.0018447628896779975 8.044724169081674e-07 0.0012318036548534374 0.024859140766574726 4.350882374387605e-07 0.6025270119141428 1.6349394244956011e-09 1.4148216636802992e-16 2.3318728715187184e-09 0.002197711706677478 6.890745064987362e-08 2.7449421775979995e-06 2.8302940112909177e-23 2.266309514691549e-06 1.2955482441611519e-05 2.426451738857955e-06 1.1880665049210379e-05 2.215641986353012e-12 1.5447784747619596e-09 0.002427596515219247 2.1908858962422343e-72 1.4044531872555293e-08 3.365584074864491e-07 -4.637094134860694e-72 1.3324676933469672e-75 7.953314507357996e-12 1.812430114223647e-11 4.98598378096869e-09 1.30055928664974e-08 6.573405293963704e-86 6.526148064950031e-82 2.6037694758741273e-17 8.487965569660026e-16 2.3244321137813926e-09
0.7000000000000001 696.2107702119644 0.2301000854579866 6.958209205464176e-13 2.430152854359581e-09 3.304911590078222e-11 0.005283678169435549 2.7797995250046187e-09 8.987643502361669e-11 0.00308059155007126 0.00021788317366310835 9.477592051008121e-06 1.0737584857785763e-14 0.1131141005350812 2.390496629349668e-07 0.0024892495495666654 7.156542089496868e-07 0.001376710380909747 0.021360799354041872 2.646221228863305e-07 0.6198254599494623 6.275393818299246e-10 5.364989604972234e-17 1.3210524108520635e-09 0.0013954442557420554 2.989900733077994e-08 1.8562432542939803e-06 -1.4408747134765185e-25 1.1900162912086373e-06 7.116678915289428e-06 1.3629420981721537e-06 2.215501575281943e-06 4.0597527333853696e-13 2.482941741072107e-10 0.0017314798873026747 1.151673592270803e-78 2.7672468740600215e-09 3.6363317476791555e-08 -2.1538505146182882e-78 3.2951541462233957e-81 1.4732010903460844e-12 1.1921679351916893e-12 6.079657851648619e-10 2.0047279183945378e-09 -4.2949366435911056e-97 -1.540702291265373e-116 3.1724031154563534e-18 6.8029435441977e-17 2.6075000114167613e-10
0.71 300.0000039573699 0.22243008260938707 3.508108355940752e-36 6.672450906435225e-29 3.4231603033254576e-28 3.8056208631764024e-11 1.726697332141613e-21 2.847044997189165e-30 1.9788715736215036e-11 0.06756991689101455 2.1801844439235384e-14 -2.1368279409947258e-39 8.031800708137244e-10 1.7390943255348318e-27 3.0480313452353916e-11 7.255001737421742e-20 9.619728521559748e-12 1.7426711396190821e-10 1.748315956925261e-27 0.7099999993687978 2.571541715702146e-36 3.1126540591828e-51 6.052298431067833e-37 1.2603693077130475e-11 6.0644748030614526e-33 1.034005837505906e-14 3.7574434059690144e-21 8.89091009209485e-15 6.264386961457859e-14 1.0577743078166907e-14 4.691208557371502e-12 1.5298590901025077e-32 1.395277700701979e-19 1.0671901481068171e-11 -4.158355005458797e-42 1.2265479843244844e-16 2.7320249552406265e-11 8.006776090597588e-42 2.538965757612766e-45 2.192976447032269e-23 5.048473324546268e-23 8.712503936667133e-16 5.090223361695368e-15 -1.452108814831343e-69 -8.40544845949102e-66 5.9098424203225276e-30 -4.629266710438409e-25 1.1076933628562924e-15
